Extension,Version,Folder,SizeMB,SizeGB
minovativetechnologies.minovative-mind-vscode,3.3.5-universal,minovativetechnologies.minovative-mind-vscode-3.3.5-universal,7.23,0.007
letitia.md-human-review,1.5.6-universal,letitia.md-human-review-1.5.6-universal,7.21,0.007
zekechin.better-json-explorer,0.2.1-universal,zekechin.better-json-explorer-0.2.1-universal,7.21,0.007
agsoft.claude-history-viewer,0.5.7-universal,agsoft.claude-history-viewer-0.5.7-universal,7.2,0.007
hiztam.codex-history-viewer,2.7.0-universal,hiztam.codex-history-viewer-2.7.0-universal,7.13,0.007
chocolatedesue.modern-pdf-preview,1.5.11-universal,chocolatedesue.modern-pdf-preview-1.5.11-universal,7.12,0.007
martinho44verd.ocaml-platform,2.1.1-universal,martinho44verd.ocaml-platform-2.1.1-universal,7.12,0.007
weinan.ag-bridge,0.1.3-universal,weinan.ag-bridge-0.1.3-universal,7.12,0.007
mtrisic.vremeplov-galaksija-debug,1.0.2-win32-x64,mtrisic.vremeplov-galaksija-debug-1.0.2-win32-x64,7.11,0.007
nuriyev.heic-preview,2.4.0-universal,nuriyev.heic-preview-2.4.0-universal,7.05,0.007
memorymachines.engramme-code,4.5.4-universal,memorymachines.engramme-code-4.5.4-universal,7.04,0.007
shuuul.bioviewer,0.3.1-universal,shuuul.bioviewer-0.3.1-universal,7.03,0.007
ymg.md-viewer-edtrmd,0.2.1-universal,ymg.md-viewer-edtrmd-0.2.1-universal,7.03,0.007
loccy.loccy,1.8.19-universal,loccy.loccy-1.8.19-universal,6.93,0.007
databricks.neon-local-connect,2.0.6-universal,databricks.neon-local-connect-2.0.6-universal,6.87,0.007
toddhalfpenny.sfflowvisualiser,0.2.2-universal,toddhalfpenny.sfflowvisualiser-0.2.2-universal,6.74,0.007
llm-guardr41l.llm-guardr41l,0.6.1-universal,llm-guardr41l.llm-guardr41l-0.6.1-universal,6.73,0.007
rangav.vscode-thunder-client,2.41.0-universal,rangav.vscode-thunder-client-2.41.0-universal,6.67,0.007
ibm.zopendebug,5.6.6-universal,ibm.zopendebug-5.6.6-universal,6.65,0.006
gerardslee.kanbrain,0.2.3-universal,gerardslee.kanbrain-0.2.3-universal,6.63,0.006
grg-lab.kiro-specs-dashboard,0.1.5-universal,grg-lab.kiro-specs-dashboard-0.1.5-universal,6.58,0.006
openstax.editor,7.3.0,openstax.editor-7.3.0,6.58,0.006
tangkeimg.lottie-toolkit,1.2.4-universal,tangkeimg.lottie-toolkit-1.2.4-universal,6.48,0.006
infinitelabs.canto-claude,0.1.5-universal,infinitelabs.canto-claude-0.1.5-universal,6.45,0.006
sharadtech.anamnesis,1.4.7-universal,sharadtech.anamnesis-1.4.7-universal,6.45,0.006
codeagentmobile.codeagent-mobile,2.60.60-universal,codeagentmobile.codeagent-mobile-2.60.60-universal,6.42,0.006
howcasperwhat.mathjax-intellisense-ccpp,0.3.10-universal,howcasperwhat.mathjax-intellisense-ccpp-0.3.10-universal,6.35,0.006
vscjava.vscode-java-pack,0.31.1-universal,vscjava.vscode-java-pack-0.31.1-universal,6.34,0.006
koarthur.opencode-harness,0.4.56-universal,koarthur.opencode-harness-0.4.56-universal,6.33,0.006
lunaticlegacy.openclaw-vscode-luna,0.7.1-universal,lunaticlegacy.openclaw-vscode-luna-0.7.1-universal,6.31,0.006
hiteshshinde.schemasight,0.0.3-universal,hiteshshinde.schemasight-0.0.3-universal,6.3,0.006
kylinideteam.go,0.1.13-universal,kylinideteam.go-0.1.13-universal,6.28,0.006
minitap.minitap-pilot,0.3.0-universal,minitap.minitap-pilot-0.3.0-universal,6.22,0.006
cheetahmobile.smart-promptor,1.5.7-universal,cheetahmobile.smart-promptor-1.5.7-universal,6.21,0.006
vytools.vdbg-debugger,0.3.11-universal,vytools.vdbg-debugger-0.3.11-universal,6.2,0.006
ethan-reesor.vscode-byebug,0.1.2-universal,ethan-reesor.vscode-byebug-0.1.2-universal,6.19,0.006
rebornix.ruby,0.28.1-universal,rebornix.ruby-0.28.1-universal,6.15,0.006
markusvankempen.wxo-toolbox-vsc,2.1.0-universal,markusvankempen.wxo-toolbox-vsc-2.1.0-universal,6.1,0.006
lunaris.getlunaris,0.0.24-universal,lunaris.getlunaris-0.0.24-universal,6.09,0.006
ironshift.ironshift,0.6.23-universal,ironshift.ironshift-0.6.23-universal,6.08,0.006
marcellelabs.snapback-vscode,3.0.4-universal,marcellelabs.snapback-vscode-3.0.4-universal,6.06,0.006
ryohidaka.github-actions-branding-preview,0.1.0-universal,ryohidaka.github-actions-branding-preview-0.1.0-universal,6.06,0.006
casamanagementsolutions.bwat-dev,3.24.8-universal,casamanagementsolutions.bwat-dev-3.24.8-universal,6.04,0.006
poffm.ui-test-visualizer,1.4.2-universal,poffm.ui-test-visualizer-1.4.2-universal,6.02,0.006
remoyukoff.behave-runner,1.14.13-universal,remoyukoff.behave-runner-1.14.13-universal,6.02,0.006
rajithadisanayaka.react-codebridge,1.2.2-universal,rajithadisanayaka.react-codebridge-1.2.2-universal,6.0,0.006
nyancad.mosaic-schematic,1.23.7-universal,nyancad.mosaic-schematic-1.23.7-universal,5.97,0.006
leesiwal.tierkit-vscode,0.25.1-universal,leesiwal.tierkit-vscode-0.25.1-universal,5.96,0.006
laurentongaro.aiflowbridge,2.15.1-universal,laurentongaro.aiflowbridge-2.15.1-universal,5.95,0.006
erlang-ls.erlang-ls,0.0.39,erlang-ls.erlang-ls-0.0.39,5.94,0.006
github.vscode-pull-request-github,0.144.0,github.vscode-pull-request-github-0.144.0,5.93,0.006
ivanvilchavskyi.nextgen-md-previewer,0.4.1-universal,ivanvilchavskyi.nextgen-md-previewer-0.4.1-universal,5.92,0.006
mehanth.hdr-exr-360-viewer,0.0.25-universal,mehanth.hdr-exr-360-viewer-0.0.25-universal,5.92,0.006
fortran-lang.linter-gfortran,4.0.0-universal,fortran-lang.linter-gfortran-4.0.0-universal,5.9,0.006
wso2.api-chat,1.0.0-universal,wso2.api-chat-1.0.0-universal,5.83,0.006
mariusvanwijk-joppekoers.codam-norminette-3,4.7.0-universal,mariusvanwijk-joppekoers.codam-norminette-3-4.7.0-universal,5.82,0.006
vscjava.vscode-java-test,0.45.0-universal,vscjava.vscode-java-test-0.45.0-universal,5.8,0.006
selfagency.z-models-vscode,0.1.7-universal,selfagency.z-models-vscode-0.1.7-universal,5.79,0.006
winse.avro-explorer,0.5.1-universal,winse.avro-explorer-0.5.1-universal,5.76,0.006
codly.codly,0.1.0-universal,codly.codly-0.1.0-universal,5.75,0.006
kilo.kwai-log,0.1.3-universal,kilo.kwai-log-0.1.3-universal,5.74,0.006
typed-sigterm.oi-runner-2,2.1.2-universal,typed-sigterm.oi-runner-2-2.1.2-universal,5.74,0.006
zippytechnologiesllc.autoclaw,3.6.15-universal,zippytechnologiesllc.autoclaw-3.6.15-universal,5.74,0.006
situdesign.situ-design,1.0.30-universal,situdesign.situ-design-1.0.30-universal,5.73,0.006
nobukz.antigravity-chat-to-html-converter,1.0.4-universal,nobukz.antigravity-chat-to-html-converter-1.0.4-universal,5.72,0.006
deadraid.genesis-vscode,0.6.19-universal,deadraid.genesis-vscode-0.6.19-universal,5.69,0.006
ovfteam.run-cpp,0.0.2-universal,ovfteam.run-cpp-0.0.2-universal,5.66,0.006
tecture.tecture-vscode,0.0.12-universal,tecture.tecture-vscode-0.0.12-universal,5.64,0.006
xdebug.php-debug,1.40.1-universal,xdebug.php-debug-1.40.1-universal,5.54,0.005
ms-dotnettools.vscode-dotnet-runtime,3.1.0-universal,ms-dotnettools.vscode-dotnet-runtime-3.1.0-universal,5.53,0.005
cyrus-build.cyrus-missions,1.7.6-universal,cyrus-build.cyrus-missions-1.7.6-universal,5.51,0.005
the0807.git-graph-plus,0.7.3-universal,the0807.git-graph-plus-0.7.3-universal,5.5,0.005
google.cros-ide,0.52.0-universal,google.cros-ide-0.52.0-universal,5.48,0.005
tanishq-chaudhary.its-markdown-studio,2.3.7-universal,tanishq-chaudhary.its-markdown-studio-2.3.7-universal,5.47,0.005
halcyontechltd.code-for-ibmi,3.0.11-universal,halcyontechltd.code-for-ibmi-3.0.11-universal,5.46,0.005
riteshrajas.frc-workbench,0.1.2-universal,riteshrajas.frc-workbench-0.1.2-universal,5.45,0.005
rowewilsonfrederiskholme.wikitext,4.0.5-universal,rowewilsonfrederiskholme.wikitext-4.0.5-universal,5.45,0.005
uladluch.antigravity-mobile-connector,2.1.1-universal,uladluch.antigravity-mobile-connector-2.1.1-universal,5.45,0.005
weizhi-zhao.ai-code-roaster,0.0.4-universal,weizhi-zhao.ai-code-roaster-0.0.4-universal,5.45,0.005
imrayyy.motiond,0.1.4,imrayyy.motiond-0.1.4,5.44,0.005
yanghuiweng.aircoder,1.4.5-universal,yanghuiweng.aircoder-1.4.5-universal,5.44,0.005
jakepark.code-squad,0.1.40-universal,jakepark.code-squad-0.1.40-universal,5.43,0.005
mikesoft.vscode-copilot-cli-launcher,0.2.7-universal,mikesoft.vscode-copilot-cli-launcher-0.2.7-universal,5.42,0.005
olivelabs.tracivo-debugger,0.2.43-universal,olivelabs.tracivo-debugger-0.2.43-universal,5.41,0.005
contral.contral,0.0.2-universal,contral.contral-0.0.2-universal,5.4,0.005
lazarev.commitsmith,0.1.0-universal,lazarev.commitsmith-0.1.0-universal,5.4,0.005
lazarevtill.commitsmith,0.1.1-universal,lazarevtill.commitsmith-0.1.1-universal,5.4,0.005
jacquesgariepy.out-of-code-insights,1.4.4-universal,jacquesgariepy.out-of-code-insights-1.4.4-universal,5.34,0.005
mandarange.marauders-map-md,1.1.31-universal,mandarange.marauders-map-md-1.1.31-universal,5.33,0.005
felixfbecker.php-debug,1.22.0-universal,felixfbecker.php-debug-1.22.0-universal,5.32,0.005
kieler.klighd-vscode,0.8.1-universal,kieler.klighd-vscode-0.8.1-universal,5.31,0.005
motion.motion-vscode-extension,6.1.0,motion.motion-vscode-extension-6.1.0,5.3,0.005
insforge.insforge,0.0.8-universal,insforge.insforge-0.0.8-universal,5.29,0.005
chrp.markdown-beautiful-editor,0.3.2-universal,chrp.markdown-beautiful-editor-0.3.2-universal,5.28,0.005
gudlab.guddb,0.6.0-universal,gudlab.guddb-0.6.0-universal,5.28,0.005
haroldmartin.securedesign,0.1.3-universal,haroldmartin.securedesign-0.1.3-universal,5.28,0.005
deniai.flixa,0.7.3-universal,deniai.flixa-0.7.3-universal,5.26,0.005
mercurial.ga4-mcp,0.4.2-universal,mercurial.ga4-mcp-0.4.2-universal,5.26,0.005
techxons.ai-projects-memory-pro,1.1.2-universal,techxons.ai-projects-memory-pro-1.1.2-universal,5.2,0.005
mirabridge.mirabridge-vscode-extension,1.1.23-universal,mirabridge.mirabridge-vscode-extension-1.1.23-universal,5.19,0.005
sashi0034.angel-lsp,0.3.103-universal,sashi0034.angel-lsp-0.3.103-universal,5.19,0.005
vmssoftwareinc.vms-ide,1.5.60-universal,vmssoftwareinc.vms-ide-1.5.60-universal,5.17,0.005
ddock.i18n-smart-ddock,0.1.1-universal,ddock.i18n-smart-ddock-0.1.1-universal,5.16,0.005
lordimmaculate.platformio-ide,3.3.4-codium-universal,lordimmaculate.platformio-ide-3.3.4-codium-universal,5.16,0.005
zendevve.antigravity-usage,0.3.0-universal,zendevve.antigravity-usage-0.3.0-universal,5.16,0.005
saber2pr.file-git-history,0.0.45-universal,saber2pr.file-git-history-0.0.45-universal,5.14,0.005
gguf.gguf-code,0.0.6-universal,gguf.gguf-code-0.0.6-universal,5.09,0.005
mintlify.document,2.2.1-universal,mintlify.document-2.2.1-universal,5.09,0.005
chriscamicas.openedge-abl,1.2.1-universal,chriscamicas.openedge-abl-1.2.1-universal,5.08,0.005
davidgomes.platformio-ide-cursor,0.0.1-universal,davidgomes.platformio-ide-cursor-0.0.1-universal,5.08,0.005
ms-sarifvscode.sarif-viewer,3.4.5-universal,ms-sarifvscode.sarif-viewer-3.4.5-universal,5.07,0.005
databricks.sqltools-databricks-driver,0.4.2-universal,databricks.sqltools-databricks-driver-0.4.2-universal,5.04,0.005
minko.image-manager,3.3.10-universal,minko.image-manager-3.3.10-universal,5.02,0.005
delos-so.delos-cosmos,15.0.8-universal,delos-so.delos-cosmos-15.0.8-universal,5.01,0.005
kylinideteam.vscode-java-debug,0.1.9-universal,kylinideteam.vscode-java-debug-0.1.9-universal,5.01,0.005
musfiqurtuhin.ultimate-viewer,0.2.0-universal,musfiqurtuhin.ultimate-viewer-0.2.0-universal,5.01,0.005
precogs-ai.precogs-ai,1.1.0-universal,precogs-ai.precogs-ai-1.1.0-universal,5.0,0.005
saber2pr.todolist,0.2.227-universal,saber2pr.todolist-0.2.227-universal,4.99,0.005
ron-niri.coolify-vscode,1.0.0-universal,ron-niri.coolify-vscode-1.0.0-universal,4.97,0.005
shivabollam07.dicom-viewer,1.1.7-universal,shivabollam07.dicom-viewer-1.1.7-universal,4.94,0.005
devsecai.arko,1.0.10-universal,devsecai.arko-1.0.10-universal,4.92,0.005
lightrun.lightrunplugin-saas,1.88.0-universal,lightrun.lightrunplugin-saas-1.88.0-universal,4.92,0.005
hm.riscv-venus,1.9.1-universal,hm.riscv-venus-1.9.1-universal,4.88,0.005
meshintelligenttechnologiesinc.pieces-vscode,3.0.1-universal,meshintelligenttechnologiesinc.pieces-vscode-3.0.1-universal,4.86,0.005
vsc-neuropilot.neuropilot-base,2.5.0-universal,vsc-neuropilot.neuropilot-base-2.5.0-universal,4.84,0.005
fairness-tools.fairlint-dl,1.0.0-universal,fairness-tools.fairlint-dl-1.0.0-universal,4.83,0.005
nur-srijan.markdown-rich-preview,1.3.0-universal,nur-srijan.markdown-rich-preview-1.3.0-universal,4.83,0.005
kasperstudios.kashub-vscode,0.8.1-universal,kasperstudios.kashub-vscode-0.8.1-universal,4.81,0.005
coinwatchdog.coinwatchdog,1.0.0-universal,coinwatchdog.coinwatchdog-1.0.0-universal,4.79,0.005
stankjedi.vibereport,0.4.44-universal,stankjedi.vibereport-0.4.44-universal,4.79,0.005
vshaxe.haxe-debug,1.2.3-universal,vshaxe.haxe-debug-1.2.3-universal,4.79,0.005
cloudedcat.vscode-model-viewer,0.0.3-universal,cloudedcat.vscode-model-viewer-0.0.3-universal,4.78,0.005
imgildev.vscode-json-flow,2.9.0-universal,imgildev.vscode-json-flow-2.9.0-universal,4.78,0.005
puvaan.antigravity-quota-watch,1.1.1-universal,puvaan.antigravity-quota-watch-1.1.1-universal,4.77,0.005
rizkyfedp.patchtrail,0.1.9-universal,rizkyfedp.patchtrail-0.1.9-universal,4.77,0.005
howcasperwhat.mathjax-intellisense-python,0.3.10-universal,howcasperwhat.mathjax-intellisense-python-0.3.10-universal,4.75,0.005
vaulttec-dev.snakeflow-dev-manager,0.6.0-universal,vaulttec-dev.snakeflow-dev-manager-0.6.0-universal,4.75,0.005
korbinianeckstein.niivue,2.9.0-universal,korbinianeckstein.niivue-2.9.0-universal,4.7,0.005
sureshnettur.ccaia,1.0.6-universal,sureshnettur.ccaia-1.0.6-universal,4.7,0.005
leizongmin.my-md-reader,1.1.0-universal,leizongmin.my-md-reader-1.1.0-universal,4.69,0.005
pascalx.sketchprompt,0.2.5,pascalx.sketchprompt-0.2.5,4.69,0.005
koskev.vscode-grustonnet,0.2.0,koskev.vscode-grustonnet-0.2.0,4.68,0.005
lachyfs.kanban-markdown,1.14.1-universal,lachyfs.kanban-markdown-1.14.1-universal,4.68,0.005
ocamllabs.ocaml-platform,2.3.0-universal,ocamllabs.ocaml-platform-2.3.0-universal,4.66,0.005
manojbelbase.committor,1.1.1-universal,manojbelbase.committor-1.1.1-universal,4.65,0.005
kanekotic.trunk-based-review,0.1.0-universal,kanekotic.trunk-based-review-0.1.0-universal,4.64,0.005
fcx.ai-lesson-chinese-preview-plugin,1.1.6-universal,fcx.ai-lesson-chinese-preview-plugin-1.1.6-universal,4.63,0.005
thenuri.code-city-visualizer,1.0.3-universal,thenuri.code-city-visualizer-1.0.3-universal,4.63,0.005
reage.go-debug-pro,0.0.14-universal,reage.go-debug-pro-0.0.14-universal,4.58,0.004
cubha.claude-code-gauge,0.1.44-universal,cubha.claude-code-gauge-0.1.44-universal,4.57,0.004
msjsdiag.debugger-for-edge,1.0.16-universal,msjsdiag.debugger-for-edge-1.0.16-universal,4.55,0.004
starkware.cairo1,3.6.0-universal,starkware.cairo1-3.6.0-universal,4.53,0.004
stevenyu.nano-protein-viewer,1.1.0-universal,stevenyu.nano-protein-viewer-1.1.0-universal,4.53,0.004
wikicode.wikicode,0.4.0-universal,wikicode.wikicode-0.4.0-universal,4.53,0.004
microchip.mplab-code-configurator,1.0.4-universal,microchip.mplab-code-configurator-1.0.4-universal,4.52,0.004
printfn.jpeg-xl,1.0.15-universal,printfn.jpeg-xl-1.0.15-universal,4.51,0.004
sndst00m.vscode-native-svg-preview,1.60.2-universal,sndst00m.vscode-native-svg-preview-1.60.2-universal,4.5,0.004
wescottsharples.codeglow,1.2.0-universal,wescottsharples.codeglow-1.2.0-universal,4.49,0.004
fexcopilot.fexcopilot,0.0.28-universal,fexcopilot.fexcopilot-0.0.28-universal,4.48,0.004
gengkeke.ai-coding-sight,1.0.8,gengkeke.ai-coding-sight-1.0.8,4.48,0.004
taucrus.argo-visualizer,0.1.6-universal,taucrus.argo-visualizer-0.1.6-universal,4.48,0.004
rnabioco.squiggy-positron,0.2.0-universal,rnabioco.squiggy-positron-0.2.0-universal,4.47,0.004
murbani.winregistry,0.0.2-universal,murbani.winregistry-0.0.2-universal,4.45,0.004
smapiot.vscode-piral,0.3.99-universal,smapiot.vscode-piral-0.3.99-universal,4.45,0.004
tabbyml.vscode-tabby,1.28.0-universal,tabbyml.vscode-tabby-1.28.0-universal,4.44,0.004
zjffun.html-tree,0.0.4-universal,zjffun.html-tree-0.0.4-universal,4.44,0.004
dominguezz05.focus-pulse,2.7.2-universal,dominguezz05.focus-pulse-2.7.2-universal,4.43,0.004
cesarandreslopez.sidekick-docker-vscode,0.3.0-universal,cesarandreslopez.sidekick-docker-vscode-0.3.0-universal,4.41,0.004
jpantsjoha.c4x,1.4.0-universal,jpantsjoha.c4x-1.4.0-universal,4.4,0.004
eschalk0.scientific-data-viewer,0.12.0-universal,eschalk0.scientific-data-viewer-0.12.0-universal,4.39,0.004
lune-99.git-commit-genie,3.2.0-universal,lune-99.git-commit-genie-3.2.0-universal,4.39,0.004
lugosoft.context-master-vscode,1.2.2-universal,lugosoft.context-master-vscode-1.2.2-universal,4.38,0.004
markusvankempen.wxo-toolkit-vsc,1.2.4-universal,markusvankempen.wxo-toolkit-vsc-1.2.4-universal,4.37,0.004
ma-do-ka.antigravity-quota,2.7.0-universal,ma-do-ka.antigravity-quota-2.7.0-universal,4.34,0.004
gperez88.ai-prompt-refiner,1.4.1-universal,gperez88.ai-prompt-refiner-1.4.1-universal,4.31,0.004
sankooc.pcapviewer,0.4.10-universal,sankooc.pcapviewer-0.4.10-universal,4.31,0.004
noteweave.noteweave,0.2.27-universal,noteweave.noteweave-0.2.27-universal,4.27,0.004
codmir.extension-ide,0.8.1-universal,codmir.extension-ide-0.8.1-universal,4.25,0.004
liushoukun.vscode-antv-infographic,1.0.3-universal,liushoukun.vscode-antv-infographic-1.0.3-universal,4.25,0.004
randomfractalsinc.js-notebook-inspector,1.5.0-universal,randomfractalsinc.js-notebook-inspector-1.5.0-universal,4.22,0.004
punal100.antigravity-copilot,1.6.0-universal,punal100.antigravity-copilot-1.6.0-universal,4.21,0.004
hiveline.hiveline,2.7.0-universal,hiveline.hiveline-2.7.0-universal,4.19,0.004
runql.runql-bigquery,1.1.0-universal,runql.runql-bigquery-1.1.0-universal,4.18,0.004
codechron.codechron-ai-companion,1.0.2-universal,codechron.codechron-ai-companion-1.0.2-universal,4.17,0.004
yudurobotics.port11-debugger,0.1.7-universal,yudurobotics.port11-debugger-0.1.7-universal,4.16,0.004
yuri-schimke.compose-preview,0.16.47-universal,yuri-schimke.compose-preview-0.16.47-universal,4.16,0.004
physicar.physicar-ext,0.1.19-universal,physicar.physicar-ext-0.1.19-universal,4.15,0.004
fancy-bread.agent-context-explorer,1.3.0-universal,fancy-bread.agent-context-explorer-1.3.0-universal,4.14,0.004
howardzuo.vscode-git-tags,1.4.4-universal,howardzuo.vscode-git-tags-1.4.4-universal,4.14,0.004
mjpvs.latex-previewer,0.9.9-universal,mjpvs.latex-previewer-0.9.9-universal,4.14,0.004
entelligenceai.entelligenceai-pr-reviewer,0.0.23-universal,entelligenceai.entelligenceai-pr-reviewer-0.0.23-universal,4.12,0.004
fwcd.kotlin,0.2.36-universal,fwcd.kotlin-0.2.36-universal,4.12,0.004
telesoho.excalidraw-editor-cj,3.4.6,telesoho.excalidraw-editor-cj-3.4.6,4.11,0.004
erennyuksell.ag-multi-account-switchboard,3.2.1-universal,erennyuksell.ag-multi-account-switchboard-3.2.1-universal,4.08,0.004
yeominux.md-feedback-vscode,1.5.5-universal,yeominux.md-feedback-vscode-1.5.5-universal,4.08,0.004
dbbase.dbbase,1.3.0-universal,dbbase.dbbase-1.3.0-universal,4.07,0.004
sswg.swift-lang,1.11.4-universal,sswg.swift-lang-1.11.4-universal,4.07,0.004
jsonviewertools.animesh-jsonviz78,1.1.1-universal,jsonviewertools.animesh-jsonviz78-1.1.1-universal,4.05,0.004
ms-azuretools.vscode-containers,2.4.5-universal,ms-azuretools.vscode-containers-2.4.5-universal,4.05,0.004
namdang.ollama-copilot-vscode,1.0.1-universal,namdang.ollama-copilot-vscode-1.0.1-universal,4.05,0.004
ysamlan.vscode-backlog-md,0.3.9-universal,ysamlan.vscode-backlog-md-0.3.9-universal,4.05,0.004
yuzhiqiang.antigravity-ide-cockpit,1.3.0-universal,yuzhiqiang.antigravity-ide-cockpit-1.3.0-universal,4.05,0.004
pilaton.vscode-npm-lens,4.2.1-universal,pilaton.vscode-npm-lens-4.2.1-universal,4.03,0.004
kilo.sso-vsc,3.0.2-universal,kilo.sso-vsc-3.0.2-universal,4.01,0.004
mirasim.mirasim,0.0.37-universal,mirasim.mirasim-0.0.37-universal,4.01,0.004
revaturepro.revature-labs,1.0.17-universal,revaturepro.revature-labs-1.0.17-universal,4.01,0.004
slowdreamer.context-naming-consultant,0.0.5-universal,slowdreamer.context-naming-consultant-0.0.5-universal,4.01,0.004
revaturepro-local.revaturepro-local,0.1.3-universal,revaturepro-local.revaturepro-local-0.1.3-universal,4.0,0.004
readysteadyscience.omni-sync,0.1.0-universal,readysteadyscience.omni-sync-0.1.0-universal,3.99,0.004
revaturepro-non-prod.revature-labs-non-prod,0.0.79-universal,revaturepro-non-prod.revature-labs-non-prod-0.0.79-universal,3.98,0.004
wps-editor.wps-editor,1.0.13-universal,wps-editor.wps-editor-1.0.13-universal,3.98,0.004
vrishnviswasathyamoorthy.cursor-prompt-enhancer,1.0.4-universal,vrishnviswasathyamoorthy.cursor-prompt-enhancer-1.0.4-universal,3.97,0.004
kalculus.flexor,1.0.7-universal,kalculus.flexor-1.0.7-universal,3.95,0.004
odam-dev.cursor-odam-extension,1.2.0-universal,odam-dev.cursor-odam-extension-1.2.0-universal,3.95,0.004
pixello.pixello,0.1.8-universal,pixello.pixello-0.1.8-universal,3.95,0.004
maiwulanjiangmaiming.niftispy,2.1.4-universal,maiwulanjiangmaiming.niftispy-2.1.4-universal,3.94,0.004
